"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US..","Countries"
2015,"March 2015","Exports","Iceland",304,784498,1304950,"Other countries"
2015,"March 2015","Imports","Iceland",304,9525,74703,"Other countries"
2015,"April 2015","Exports","Japan",304,72836,283891,"Other countries"
2015,"March 2015","Imports","Czech Rep.",304,36605,439885,"Other countries"
2015,"March 2015","Imports","Denmark",304,21276,156764,"Other countries"
2015,"March 2015","Exports","Denmark",304,19152,28352,"Other countries"
2015,"March 2015","Imports","Estonia",304,227793,611613,"Other countries"
2015,"March 2015","Exports","Estonia",304,4461,12875,"Other countries"
2015,"January 2015","Imports","Lithuania",304,66880,411004,"Other countries"
2015,"April 2015","Imports","Luxembourg",304,75,1080,"Other countries"
2015,"January 2015","Imports","Luxembourg",304,55,771,"Other countries"
2015,"February 2015","Imports","Luxembourg",304,70,923,"Other countries"
2015,"March 2015","Imports","Luxembourg",304,325,4729,"Other countries"
2015,"April 2015","Imports","Czech Rep.",304,83186,497282,"Other countries"
2015,"April 2015","Imports","Estonia",304,225747,605655,"Other countries"
2015,"April 2015","Exports","Estonia",304,607,4398,"Other countries"
2015,"July 2015","Exports","Denmark",304,21328,273798,"Other countries"
2015,"April 2015","Imports","Denmark",304,29200,201192,"Other countries"
2015,"April 2015","Exports","Denmark",304,3555,34169,"Other countries"
2015,"February 2015","Imports","France",304,1151844,3786156,"Other countries"
2015,"March 2015","Imports","France",304,476775,2040185,"Other countries"
2015,"January 2015","Exports","China, Hong Kong SAR",304,377172,585825,"Other countries"
2015,"January 2015","Re-exports","China, Hong Kong SAR",304,377172,585825,"Other countries"
2015,"April 2015","Imports","Lithuania",304,20840,110952,"Other countries"
2015,"March 2015","Re-exports","China, Hong Kong SAR",304,26000,133326,"Other countries"
2015,"March 2015","Exports","China, Hong Kong SAR",304,26000,133326,"Other countries"
2015,"April 2015","Imports","China, Hong Kong SAR",304,25000,61258,"Other countries"
2015,"April 2015","Re-exports","China, Hong Kong SAR",304,155222,504286,"Other countries"
2015,"April 2015","Exports","China, Hong Kong SAR",304,155222,504286,"Other countries"
2015,"May 2015","Re-exports","China, Hong Kong SAR",304,159423,272032,"Other countries"
2015,"May 2015","Exports","China, Hong Kong SAR",304,159423,272032,"Other countries"
2015,"April 2015","Imports","Iceland",304,24516,164339,"Other countries"
2015,"April 2015","Exports","Iceland",304,1205705,2096513,"Other countries"
2015,"February 2015","Imports","Lithuania",304,17920,114838,"Other countries"
2015,"February 2015","Imports","Malaysia",304,64,830,"Other countries"
2015,"May 2015","Imports","Iceland",304,34098,248627,"Other countries"
2015,"May 2015","Exports","Japan",304,96772,353066,"Other countries"
2015,"March 2015","Imports","Lithuania",304,79186,452650,"Other countries"
2015,"June 2015","Imports","Estonia",304,385874,950188,"Other countries"
2015,"April 2015","Imports","France",304,587899,2620169,"Other countries"
2015,"May 2015","Imports","Germany",304,2828121,8689484,"Other countries"
2015,"May 2015","Imports","Estonia",304,69553,641544,"Other countries"
2015,"May 2015","Exports","Estonia",304,690,5043,"Other countries"
2015,"May 2015","Imports","Finland",304,4900,46949,"Other countries"
2015,"June 2015","Re-exports","China, Hong Kong SAR",304,556165,1069541,"Other countries"
2015,"June 2015","Exports","China, Hong Kong SAR",304,556165,1069541,"Other countries"
2015,"June 2015","Exports","Iceland",304,1163032,1942371,"Other countries"
2015,"March 2015","Imports","Japan",304,243684,1241597,"Other countries"
2015,"June 2015","Imports","Japan",304,644819,3863849,"Other countries"
2015,"June 2015","Exports","Estonia",304,743,4863,"Other countries"
2015,"May 2015","Imports","France",304,1020737,3526128,"Other countries"
2015,"June 2015","Imports","Germany",304,3806256,11263866,"Other countries"
2015,"May 2015","Imports","Lithuania",304,8920,55857,"Other countries"
2015,"June 2015","Imports","Lithuania",304,2955,8044,"Other countries"
2015,"July 2015","Imports","Lithuania",304,98345,618794,"Other countries"
2015,"June 2015","Imports","Czech Rep.",304,78036,466643,"Other countries"
2015,"June 2015","Imports","Denmark",304,55408,358537,"Other countries"
2015,"January 2015","Imports","Malaysia",304,80,1436,"Other countries"
2015,"March 2015","Imports","Malaysia",304,160,1141,"Other countries"
2015,"June 2015","Imports","Malaysia",304,80,1497,"Other countries"
2015,"July 2015","Imports","Czech Rep.",304,79461,545585,"Other countries"
2015,"July 2015","Imports","Estonia",304,158224,583464,"Other countries"
2015,"July 2015","Exports","Estonia",304,703,4845,"Other countries"
2015,"June 2015","Imports","Finland",304,300,3570,"Other countries"
2015,"July 2015","Exports","China, Hong Kong SAR",304,156779,249720,"Other countries"
2015,"July 2015","Re-exports","China, Hong Kong SAR",304,156779,249720,"Other countries"
2015,"July 2015","Imports","China, Hong Kong SAR",304,10000,24445,"Other countries"
2015,"July 2015","Imports","Iceland",304,24516,170465,"Other countries"
2015,"July 2015","Exports","Iceland",304,244140,402751,"Other countries"
2015,"June 2015","Imports","Italy",304,135779,421771,"Other countries"
2015,"July 2015","Imports","Japan",304,592386,3643218,"Other countries"
2015,"July 2015","Exports","Japan",304,97146,373755,"Other countries"
2015,"August 2015","Imports","Japan",304,812015,5932860,"Other countries"
2015,"August 2015","Exports","Japan",304,1475,74520,"Other countries"
2015,"May 2015","Imports","Luxembourg",304,187,2167,"Other countries"
2015,"August 2015","Imports","Lithuania",304,22115,123744,"Other countries"
2015,"June 2015","Imports","Luxembourg",304,310,3342,"Other countries"
2015,"July 2015","Imports","Luxembourg",304,146,1692,"Other countries"
2015,"August 2015","Imports","Czech Rep.",304,26515,216536,"Other countries"
2015,"August 2015","Imports","Estonia",304,299392,1091487,"Other countries"
2015,"August 2015","Exports","Estonia",304,1230,8031,"Other countries"
2015,"June 2015","Imports","France",304,1678742,5026279,"Other countries"
2015,"July 2015","Imports","France",304,1643280,4701893,"Other countries"
2015,"July 2015","Imports","Germany",304,2693273,8178525,"Other countries"
2015,"December 2015","Imports","Germany",304,647240,3489235,"Other countries"
2015,"August 2015","Re-exports","China, Hong Kong SAR",304,218002,275984,"Other countries"
2015,"August 2015","Exports","China, Hong Kong SAR",304,218002,275984,"Other countries"
2015,"July 2015","Imports","Hungary",304,10004,20507,"Other countries"
2015,"August 2015","Imports","Iceland",304,49032,335475,"Other countries"
2015,"August 2015","Exports","Iceland",304,200676,320107,"Other countries"
2015,"July 2015","Imports","Italy",304,58191,174731,"Other countries"
